file_name,bbox,image_id,race,age,emotion,gender
4057151.jpg,"[538, 537, 255, 320]",284,Mongoloid,40-50s,Disgust,Male
40597096.jpg,"[1165, 582, 206, 249]",285,Mongoloid,40-50s,Fear,Female
40687782.jpg,"[777, 361, 370, 449]",286,Mongoloid,20-30s,Neutral,Male
40694027.jpg,"[673, 443, 348, 453]",287,Mongoloid,40-50s,Happiness,Female
40709774.jpg,"[1077, 391, 501, 471]",288,Mongoloid,20-30s,Happiness,Female
40890148.jpg,"[920, 224, 183, 247]",290,Caucasian,20-30s,Neutral,Female
40958980.jpg,"[422, 226, 254, 327]",291,Mongoloid,20-30s,Happiness,Male
41031263.jpg,"[499, 435, 279, 340]",292,Mongoloid,40-50s,Happiness,Female
4110727.jpg,"[1258, 151, 292, 408]",293,Mongoloid,20-30s,Happiness,Female
4110728.jpg,"[828, 141, 268, 390]",294,Mongoloid,20-30s,Happiness,Female
41160039.jpg,"[900, 214, 335, 502]",295,Caucasian,20-30s,Happiness,Male
41160039.jpg,"[1713, 892, 21, 25]",295,Negroid,20-30s,Happiness,Male
41260127.jpg,"[328, 294, 518, 741]",296,Caucasian,20-30s,Happiness,Female
4127003.jpg,"[1053, 449, 291, 337]",297,Mongoloid,20-30s,Happiness,Female
41333401.jpg,"[479, 707, 195, 270]",298,Mongoloid,40-50s,Happiness,Male
41572599.jpg,"[1892, 335, 89, 116]",299,Caucasian,20-30s,Sadness,Female
41572599.jpg,"[856, 289, 241, 300]",299,Caucasian,20-30s,Neutral,Female
41765877.jpg,"[951, 293, 108, 172]",300,Mongoloid,20-30s,Happiness,Female
41766113.jpg,"[855, 414, 147, 202]",301,Caucasian,40-50s,Happiness,Female
41850897.jpg,"[557, 1192, 211, 261]",302,Mongoloid,20-30s,Neutral,Female
41918962.jpg,"[1018, 411, 135, 174]",303,Mongoloid,20-30s,Happiness,Male
41919866.jpg,"[533, 538, 294, 388]",304,Mongoloid,Teenager,Neutral,Female
41920374.jpg,"[348, 340, 536, 653]",305,Mongoloid,20-30s,Neutral,Male
42027671.jpg,"[932, 454, 198, 257]",306,Mongoloid,20-30s,Surprise,Female
42058657.jpg,"[658, 332, 465, 542]",307,Mongoloid,20-30s,Happiness,Female
42075804.jpg,"[901, 251, 337, 416]",308,Mongoloid,20-30s,Sadness,Male
42079319.jpg,"[557, 1192, 211, 261]",309,Mongoloid,20-30s,Neutral,Female
42177161.jpg,"[536, 354, 154, 205]",310,Mongoloid,40-50s,Happiness,Male
42184458.jpg,"[612, 738, 137, 181]",311,Mongoloid,40-50s,Neutral,Male
4218967.jpg,"[392, 866, 216, 250]",312,Mongoloid,20-30s,Neutral,Male
42268960.jpg,"[949, 183, 166, 214]",313,Mongoloid,20-30s,Neutral,Female
42293562.jpg,"[1263, 506, 139, 208]",314,Caucasian,20-30s,Sadness,Female
42331690.jpg,"[601, 134, 405, 694]",315,Mongoloid,20-30s,Neutral,Female
42376897.jpg,"[1026, 420, 167, 234]",317,Caucasian,40-50s,Happiness,Female
42376899.jpg,"[992, 449, 190, 247]",318,Mongoloid,40-50s,Happiness,Female
42376904.jpg,"[1186, 155, 313, 402]",319,Mongoloid,40-50s,Happiness,Female
42376907.jpg,"[1153, 183, 263, 341]",320,Mongoloid,40-50s,Happiness,Female
42390535.jpg,"[454, 1013, 81, 97]",321,Caucasian,20-30s,Sadness,Male
42390535.jpg,"[852, 480, 251, 349]",321,Caucasian,20-30s,Sadness,Female
42402730.jpg,"[263, 441, 200, 201]",322,Caucasian,20-30s,Fear,Male
42449228.jpg,"[602, 402, 334, 432]",323,Caucasian,20-30s,Happiness,Male
42461308.jpg,"[819, 292, 218, 256]",324,Mongoloid,20-30s,Happiness,Male
42477109.jpg,"[822, 297, 427, 518]",325,Mongoloid,20-30s,Happiness,Male
42527757.jpg,"[652, 787, 121, 157]",326,Mongoloid,20-30s,Fear,Male
42527765.jpg,"[816, 385, 424, 586]",327,Mongoloid,20-30s,Happiness,Male
42556235.jpg,"[795, 423, 163, 179]",329,Caucasian,20-30s,Sadness,Female
42584515.jpg,"[254, 497, 55, 62]",330,Mongoloid,20-30s,Neutral,Male
42584515.jpg,"[1215, 206, 139, 177]",330,Caucasian,40-50s,Happiness,Male
42584515.jpg,"[910, 1246, 29, 33]",330,Caucasian,20-30s,Anger,Male
42588562.jpg,"[571, 344, 156, 217]",331,Mongoloid,20-30s,Neutral,Female
42589531.jpg,"[875, 403, 282, 374]",332,Mongoloid,20-30s,Happiness,Female
42590580.jpg,"[882, 289, 326, 444]",333,Mongoloid,20-30s,Sadness,Female
42591402.jpg,"[360, 292, 511, 705]",334,Mongoloid,Teenager,Happiness,Female
42626938.jpg,"[1136, 336, 396, 463]",335,Mongoloid,20-30s,Neutral,Female
42777651.jpg,"[692, 1205, 178, 194]",336,Mongoloid,20-30s,Fear,Male
43001729.jpg,"[462, 914, 202, 278]",338,Mongoloid,40-50s,Happiness,Male
4304668.jpg,"[1377, 532, 253, 330]",339,Mongoloid,20-30s,Neutral,Male
43071593.jpg,"[621, 443, 286, 334]",340,Mongoloid,20-30s,Neutral,Male
43082326.jpg,"[462, 204, 413, 489]",341,Caucasian,20-30s,Neutral,Female
43096652.jpg,"[542, 452, 208, 249]",342,Mongoloid,20-30s,Happiness,Male
43150228.jpg,"[871, 843, 23, 25]",343,Mongoloid,20-30s,Sadness,Male
43150228.jpg,"[759, 218, 175, 243]",343,Mongoloid,20-30s,Happiness,Male
43272538.jpg,"[785, 713, 198, 212]",345,Caucasian,20-30s,Sadness,Male
43272538.jpg,"[972, 163, 363, 527]",345,Caucasian,20-30s,Happiness,Female
43272538.jpg,"[1133, 884, 19, 24]",345,Mongoloid,20-30s,Neutral,Male
43305314.jpg,"[1048, 128, 349, 467]",346,Mongoloid,20-30s,Happiness,Female
43307667.jpg,"[1249, 742, 203, 270]",347,Mongoloid,20-30s,Happiness,Female
4332954.jpg,"[1293, 403, 144, 181]",348,Mongoloid,20-30s,Neutral,Female
43353467.jpg,"[987, 389, 148, 218]",349,Caucasian,20-30s,Happiness,Female
43383815.jpg,"[733, 308, 392, 447]",350,Mongoloid,20-30s,Neutral,Male
43468015.jpg,"[906, 247, 325, 373]",351,Mongoloid,40-50s,Neutral,Male
43500686.jpg,"[451, 504, 135, 186]",352,Mongoloid,20-30s,Happiness,Male
43581705.jpg,"[810, 443, 81, 103]",353,Mongoloid,20-30s,Surprise,Male
43581705.jpg,"[892, 440, 399, 517]",353,Mongoloid,40-50s,Fear,Female
43641797.jpg,"[927, 32, 434, 548]",354,Mongoloid,20-30s,Sadness,Female
43641797.jpg,"[854, 900, 22, 23]",354,Caucasian,20-30s,Sadness,Male
43652449.jpg,"[430, 118, 533, 756]",355,Mongoloid,20-30s,Neutral,Male
43719988.jpg,"[586, 355, 254, 332]",356,Mongoloid,20-30s,Happiness,Female
43832633.jpg,"[1010, 461, 300, 412]",357,Caucasian,Teenager,Surprise,Male
43873983.jpg,"[384, 289, 316, 384]",358,Negroid,20-30s,Happiness,Male
43921335.jpg,"[702, 412, 159, 186]",359,Caucasian,20-30s,Neutral,Female
43932008.jpg,"[871, 377, 286, 414]",360,Caucasian,20-30s,Neutral,Female
43932008.jpg,"[1052, 1167, 214, 250]",360,Caucasian,20-30s,Fear,Male
43988259.jpg,"[1097, 132, 385, 612]",361,Mongoloid,20-30s,Sadness,Female
44054906.jpg,"[749, 50, 745, 750]",362,Caucasian,20-30s,Fear,Female
44088992.jpg,"[740, 448, 587, 726]",363,Mongoloid,20-30s,Happiness,Male
44110845.jpg,"[427, 371, 262, 320]",364,Caucasian,20-30s,Happiness,Female
44297965.jpg,"[963, 214, 299, 343]",366,Mongoloid,20-30s,Happiness,Male
44354489.jpg,"[1031, 296, 291, 390]",367,Mongoloid,20-30s,Happiness,Female
44385943.jpg,"[751, 271, 399, 596]",368,Caucasian,20-30s,Anger,Male
44398548.jpg,"[1020, 443, 411, 593]",369,Caucasian,20-30s,Happiness,Female
44664304.jpg,"[821, 263, 405, 563]",370,Mongoloid,20-30s,Neutral,Female
44690762.jpg,"[568, 325, 271, 318]",371,Mongoloid,20-30s,Happiness,Male
44704901.jpg,"[409, 423, 762, 1067]",373,Mongoloid,40-50s,Fear,Female
44791286.jpg,"[1047, 590, 203, 257]",374,Caucasian,20-30s,Happiness,Male
4491567.jpg,"[984, 265, 471, 547]",375,Mongoloid,20-30s,Happiness,Male
44989956.jpg,"[1365, 273, 167, 225]",376,Caucasian,20-30s,Neutral,Female
45064486.jpg,"[988, 576, 473, 557]",377,Mongoloid,20-30s,Sadness,Female
45323941.jpg,"[728, 530, 361, 482]",378,Mongoloid,20-30s,Happiness,Female
45367582.jpg,"[1237, 395, 286, 333]",379,Mongoloid,20-30s,Happiness,Female
45387980.jpg,"[839, 656, 151, 193]",380,Caucasian,20-30s,Happiness,Female
45387980.jpg,"[1026, 376, 178, 211]",380,Caucasian,20-30s,Happiness,Female
45387980.jpg,"[1469, 1309, 19, 20]",380,Mongoloid,20-30s,Happiness,Male
45509738.jpg,"[435, 449, 58, 74]",381,Caucasian,20-30s,Sadness,Male
45509738.jpg,"[970, 358, 141, 182]",381,Caucasian,20-30s,Neutral,Male
45509738.jpg,"[265, 388, 52, 55]",381,Caucasian,20-30s,Sadness,Male
45509738.jpg,"[448, 310, 45, 56]",381,Caucasian,20-30s,Sadness,Male
45509738.jpg,"[589, 1074, 83, 99]",381,Caucasian,20-30s,Fear,Male
45509738.jpg,"[1300, 218, 52, 61]",381,Caucasian,20-30s,Sadness,Male
45537267.jpg,"[864, 1663, 27, 29]",382,Mongoloid,20-30s,Sadness,Male
45537267.jpg,"[262, 1275, 54, 64]",382,Caucasian,20-30s,Happiness,Male
45537267.jpg,"[360, 277, 155, 210]",382,Mongoloid,Teenager,Happiness,Female
45570792.jpg,"[1163, 314, 289, 416]",383,Caucasian,20-30s,Sadness,Female
45570792.jpg,"[957, 478, 76, 96]",383,Caucasian,20-30s,Fear,Male
45642094.jpg,"[713, 276, 219, 259]",384,Caucasian,20-30s,Fear,Female
45687211.jpg,"[919, 545, 161, 190]",385,Caucasian,20-30s,Anger,Male
45688388.jpg,"[1032, 442, 238, 293]",386,Mongoloid,20-30s,Neutral,Male
45688514.jpg,"[1041, 492, 196, 312]",387,Caucasian,20-30s,Neutral,Female
45717840.jpg,"[658, 362, 264, 451]",388,Mongoloid,20-30s,Neutral,Male
45853798.jpg,"[621, 766, 112, 153]",389,Caucasian,20-30s,Happiness,Male
45853798.jpg,"[1051, 724, 19, 24]",389,Caucasian,20-30s,Sadness,Male
45854347.jpg,"[1445, 367, 313, 413]",390,Caucasian,20-30s,Sadness,Female
45854347.jpg,"[776, 447, 49, 66]",390,Caucasian,20-30s,Neutral,Male
45854347.jpg,"[829, 456, 273, 307]",390,Caucasian,20-30s,Anger,Male
45863385.jpg,"[888, 284, 223, 256]",391,Mongoloid,20-30s,Fear,Male
45898829.jpg,"[942, 185, 280, 360]",392,Mongoloid,20-30s,Happiness,Female
45909368.jpg,"[987, 271, 233, 306]",393,Mongoloid,20-30s,Happiness,Female
45932741.jpg,"[631, 3, 241, 338]",394,Caucasian,20-30s,Anger,Male
45950744.jpg,"[582, 331, 277, 404]",395,Mongoloid,40-50s,Happiness,Female
45950745.jpg,"[520, 337, 282, 392]",396,Mongoloid,40-50s,Happiness,Female
45950747.jpg,"[538, 313, 286, 401]",397,Mongoloid,20-30s,Happiness,Female
46196416.jpg,"[730, 464, 114, 145]",398,Caucasian,20-30s,Sadness,Female
46222461.jpg,"[820, 46, 225, 321]",399,Caucasian,20-30s,Happiness,Female
46253307.jpg,"[996, 455, 168, 225]",400,Mongoloid,20-30s,Sadness,Female
46253307.jpg,"[1047, 845, 206, 214]",400,Mongoloid,20-30s,Happiness,Male
46274364.jpg,"[845, 466, 160, 210]",401,Caucasian,Teenager,Happiness,Female
46329310.jpg,"[1153, 379, 376, 519]",402,Caucasian,20-30s,Fear,Female
46349351.jpg,"[692, 312, 174, 203]",404,Caucasian,20-30s,Neutral,Female
4637103.jpg,"[1260, 167, 515, 591]",405,Mongoloid,20-30s,Happiness,Female
46374193.jpg,"[945, 561, 187, 235]",406,Mongoloid,40-50s,Happiness,Female
46375714.jpg,"[696, 720, 524, 693]",407,Caucasian,20-30s,Happiness,Male
46394298.jpg,"[1105, 195, 228, 295]",408,Mongoloid,20-30s,Disgust,Female
46454645.jpg,"[947, 135, 277, 372]",409,Caucasian,20-30s,Happiness,Male
46569252.jpg,"[745, 335, 379, 524]",410,Mongoloid,20-30s,Surprise,Female
46664657.jpg,"[609, 168, 252, 358]",411,Caucasian,20-30s,Happiness,Female
46680480.jpg,"[565, 420, 263, 327]",412,Mongoloid,20-30s,Happiness,Female
46700538.jpg,"[670, 342, 453, 554]",413,Mongoloid,20-30s,Happiness,Male
46715241.jpg,"[956, 347, 169, 193]",414,Caucasian,20-30s,Sadness,Female
46720020.jpg,"[472, 395, 264, 325]",415,Mongoloid,20-30s,Neutral,Male
46808800.jpg,"[569, 156, 552, 771]",416,Caucasian,Teenager,Happiness,Male
46830062.jpg,"[727, 280, 399, 485]",417,Caucasian,40-50s,Sadness,Female
46855015.jpg,"[625, 228, 146, 197]",418,Mongoloid,40-50s,Happiness,Male
46860799.jpg,"[1116, 164, 312, 438]",419,Mongoloid,20-30s,Fear,Male
46883284.jpg,"[961, 212, 128, 194]",420,Mongoloid,20-30s,Fear,Female
46949552.jpg,"[802, 282, 425, 530]",421,Caucasian,40-50s,Happiness,Male
46978324.jpg,"[1113, 305, 207, 297]",422,Mongoloid,20-30s,Happiness,Male
46978962.jpg,"[774, 376, 210, 287]",423,Mongoloid,20-30s,Fear,Female
46991559.jpg,"[695, 462, 373, 394]",425,Mongoloid,20-30s,Neutral,Male
4700865.jpg,"[1184, 276, 315, 412]",426,Mongoloid,20-30s,Neutral,Female
4706993.jpg,"[672, 715, 141, 164]",427,Mongoloid,20-30s,Happiness,Female
47079088.jpg,"[851, 310, 256, 333]",428,Caucasian,Teenager,Happiness,Female
47084939.jpg,"[1243, 269, 196, 266]",429,Mongoloid,20-30s,Neutral,Male
47104739.jpg,"[1179, 171, 309, 443]",430,Mongoloid,20-30s,Neutral,Female
47117342.jpg,"[927, 184, 277, 367]",431,Caucasian,20-30s,Neutral,Male
47219004.jpg,"[640, 404, 267, 338]",432,Caucasian,20-30s,Happiness,Male
47221670.jpg,"[472, 233, 296, 455]",433,Mongoloid,40-50s,Fear,Male
47249779.jpg,"[809, 120, 366, 493]",434,Caucasian,20-30s,Neutral,Male
4725809.jpg,"[668, 621, 490, 699]",435,Mongoloid,40-50s,Happiness,Female
47260124.jpg,"[818, 265, 202, 277]",436,Caucasian,20-30s,Sadness,Female
47301966.jpg,"[1268, 199, 258, 346]",437,Mongoloid,20-30s,Happiness,Female
47328563.jpg,"[1555, 477, 31, 36]",438,Mongoloid,20-30s,Anger,Male
47328563.jpg,"[1056, 455, 197, 257]",438,Mongoloid,20-30s,Happiness,Female
47328563.jpg,"[1840, 1258, 35, 44]",438,Caucasian,20-30s,Happiness,Male
47328563.jpg,"[1033, 471, 32, 37]",438,Caucasian,20-30s,Neutral,Male
47328563.jpg,"[918, 473, 28, 34]",438,Mongoloid,20-30s,Fear,Male
47351122.jpg,"[587, 783, 233, 278]",439,Mongoloid,20-30s,Fear,Female
47351122.jpg,"[887, 215, 71, 104]",439,Caucasian,20-30s,Neutral,Female
47351122.jpg,"[349, 1393, 84, 96]",439,Caucasian,20-30s,Happiness,Male
47351122.jpg,"[446, 136, 16, 18]",439,Caucasian,20-30s,Sadness,Male
47372058.jpg,"[1115, 328, 179, 223]",440,Mongoloid,20-30s,Fear,Male
47382007.jpg,"[1051, 289, 263, 408]",441,Mongoloid,20-30s,Happiness,Female
47490009.jpg,"[383, 607, 145, 211]",442,Mongoloid,40-50s,Neutral,Male
47501309.jpg,"[955, 149, 441, 687]",443,Mongoloid,20-30s,Neutral,Male
47538072.jpg,"[789, 292, 329, 437]",444,Mongoloid,20-30s,Neutral,Female
47577616.jpg,"[629, 395, 264, 395]",445,Mongoloid,20-30s,Anger,Male
47682797.jpg,"[931, 193, 376, 424]",446,Mongoloid,20-30s,Neutral,Female
47713000.jpg,"[845, 260, 310, 420]",447,Caucasian,20-30s,Surprise,Male
47780644.jpg,"[534, 430, 374, 471]",448,Mongoloid,20-30s,Happiness,Male
47853927.jpg,"[295, 261, 554, 583]",449,Caucasian,20-30s,Sadness,Male
48016780.jpg,"[963, 1589, 19, 22]",451,Mongoloid,20-30s,Sadness,Male
48016780.jpg,"[635, 497, 128, 165]",451,Caucasian,20-30s,Neutral,Male
48016780.jpg,"[115, 1411, 20, 25]",451,Mongoloid,20-30s,Happiness,Male
48016780.jpg,"[337, 1309, 20, 22]",451,Caucasian,20-30s,Happiness,Male
48016780.jpg,"[269, 1303, 21, 23]",451,Mongoloid,20-30s,Neutral,Male
48016780.jpg,"[460, 1199, 23, 31]",451,Negroid,20-30s,Neutral,Male
48104438.jpg,"[428, 287, 405, 702]",452,Mongoloid,20-30s,Neutral,Female
48122452.jpg,"[446, 415, 317, 412]",453,Mongoloid,20-30s,Sadness,Female
4815220.jpg,"[1260, 354, 432, 537]",454,Mongoloid,Teenager,Happiness,Male
48244384.jpg,"[1056, 326, 246, 302]",455,Caucasian,40-50s,Neutral,Male
48252337.jpg,"[709, 213, 562, 731]",456,Caucasian,20-30s,Happiness,Female
48253799.jpg,"[1110, 182, 139, 201]",457,Negroid,20-30s,Happiness,Male
48307419.jpg,"[506, 201, 207, 275]",458,Mongoloid,20-30s,Happiness,Female
48307419.jpg,"[1920, 1177, 57, 73]",458,Mongoloid,20-30s,Sadness,Male
48326197.jpg,"[1532, 1101, 62, 70]",459,Caucasian,20-30s,Sadness,Male
48326197.jpg,"[718, 340, 365, 501]",459,Mongoloid,20-30s,Happiness,Male
48326198.jpg,"[642, 298, 345, 439]",460,Mongoloid,20-30s,Neutral,Male
48365552.jpg,"[989, 441, 116, 138]",461,Caucasian,20-30s,Happiness,Female
48369863.jpg,"[825, 377, 277, 336]",462,Mongoloid,20-30s,Happiness,Male
48408288.jpg,"[1107, 512, 135, 171]",463,Caucasian,20-30s,Fear,Female
48410367.jpg,"[775, 635, 226, 295]",464,Caucasian,20-30s,Neutral,Female
48410367.jpg,"[695, 1284, 20, 27]",464,Mongoloid,20-30s,Neutral,Male
48410367.jpg,"[807, 912, 98, 102]",464,Caucasian,20-30s,Fear,Male
48457466.jpg,"[911, 300, 319, 384]",465,Caucasian,20-30s,Happiness,Female
48457491.jpg,"[909, 394, 292, 397]",466,Caucasian,20-30s,Happiness,Female
48478701.jpg,"[1082, 369, 226, 285]",467,Caucasian,Senior,Happiness,Female
48479168.jpg,"[1150, 1114, 31, 36]",468,Caucasian,20-30s,Neutral,Male
48479168.jpg,"[1066, 222, 242, 304]",468,Caucasian,40-50s,Happiness,Male
48480621.jpg,"[537, 295, 254, 335]",469,Caucasian,40-50s,Neutral,Male
48506797.jpg,"[228, 387, 591, 745]",470,Caucasian,20-30s,Neutral,Male
48523855.jpg,"[1043, 231, 253, 311]",471,Mongoloid,20-30s,Neutral,Male
48547975.jpg,"[1183, 584, 121, 168]",472,Mongoloid,20-30s,Sadness,Female
48569296.jpg,"[1085, 950, 16, 20]",473,Mongoloid,20-30s,Anger,Male
48569296.jpg,"[840, 118, 305, 358]",473,Caucasian,40-50s,Fear,Female
48586739.jpg,"[615, 168, 180, 249]",474,Mongoloid,20-30s,Happiness,Male
48681617.jpg,"[977, 652, 18, 25]",476,Mongoloid,20-30s,Sadness,Male
48681617.jpg,"[762, 167, 229, 310]",476,Caucasian,20-30s,Happiness,Female
48785443.jpg,"[788, 227, 272, 417]",477,Mongoloid,20-30s,Sadness,Male
4880922.jpg,"[1107, 186, 239, 297]",478,Mongoloid,20-30s,Happiness,Female
48824283.jpg,"[1109, 262, 356, 451]",479,Caucasian,20-30s,Happiness,Female
48828971.jpg,"[998, 366, 384, 436]",480,Mongoloid,20-30s,Happiness,Male
48839439.jpg,"[517, 1050, 67, 91]",481,Caucasian,20-30s,Sadness,Male
48839439.jpg,"[725, 521, 100, 177]",481,Mongoloid,20-30s,Anger,Male
48843558.jpg,"[489, 223, 313, 415]",482,Caucasian,40-50s,Fear,Male
48961740.jpg,"[490, 519, 236, 327]",483,Mongoloid,20-30s,Happiness,Male
49016431.jpg,"[881, 292, 367, 438]",484,Caucasian,20-30s,Happiness,Female
49074608.jpg,"[328, 801, 322, 392]",485,Caucasian,20-30s,Happiness,Male
49106710.jpg,"[1095, 211, 278, 376]",487,Caucasian,40-50s,Anger,Male
49169522.jpg,"[714, 77, 386, 543]",488,Caucasian,20-30s,Happiness,Female
49200040.jpg,"[747, 426, 118, 160]",489,Caucasian,40-50s,Sadness,Female
49211602.jpg,"[336, 464, 327, 422]",490,Mongoloid,20-30s,Neutral,Female
49486011.jpg,"[899, 324, 210, 295]",491,Caucasian,20-30s,Surprise,Female
49552940.jpg,"[566, 375, 499, 707]",492,Mongoloid,20-30s,Neutral,Male
49596248.jpg,"[863, 376, 244, 297]",493,Caucasian,20-30s,Happiness,Male
49596248.jpg,"[1838, 820, 45, 48]",493,Caucasian,20-30s,Sadness,Male
49605688.jpg,"[1179, 131, 271, 385]",494,Mongoloid,40-50s,Happiness,Male
4962259.jpg,"[322, 262, 133, 189]",495,Mongoloid,20-30s,Anger,Male
4962259.jpg,"[282, 352, 39, 48]",495,Caucasian,20-30s,Sadness,Male
49670199.jpg,"[1073, 220, 231, 365]",496,Mongoloid,20-30s,Neutral,Male
49742733.jpg,"[1004, 397, 319, 388]",498,Caucasian,20-30s,Neutral,Female
49833469.jpg,"[664, 338, 296, 384]",499,Caucasian,20-30s,Anger,Male
49850110.jpg,"[653, 306, 162, 239]",500,Caucasian,20-30s,Sadness,Female
49914563.jpg,"[599, 285, 411, 558]",501,Mongoloid,40-50s,Fear,Male
49981053.jpg,"[498, 436, 340, 428]",502,Caucasian,20-30s,Happiness,Male
49989896.jpg,"[1282, 232, 208, 276]",503,Caucasian,20-30s,Neutral,Male
49993513.jpg,"[1184, 355, 354, 493]",504,Mongoloid,20-30s,Happiness,Male
50004532.jpg,"[724, 241, 578, 721]",505,Caucasian,20-30s,Neutral,Female
50009958.jpg,"[488, 233, 304, 414]",506,Mongoloid,20-30s,Anger,Female
50046184.jpg,"[931, 762, 306, 369]",507,Caucasian,20-30s,Anger,Male
50156947.jpg,"[1150, 243, 195, 245]",508,Mongoloid,20-30s,Fear,Female
50275064.jpg,"[1151, 116, 319, 430]",509,Caucasian,20-30s,Neutral,Female
50323519.jpg,"[1177, 318, 385, 522]",510,Mongoloid,20-30s,Happiness,Female
50350454.jpg,"[306, 473, 331, 376]",511,Caucasian,20-30s,Happiness,Female
50350454.jpg,"[1095, 1344, 23, 27]",511,Caucasian,20-30s,Happiness,Male
50350454.jpg,"[48, 162, 59, 71]",511,Caucasian,20-30s,Happiness,Male
50401532.jpg,"[1164, 789, 46, 57]",512,Caucasian,20-30s,Fear,Female
50401532.jpg,"[1193, 321, 204, 267]",512,Mongoloid,20-30s,Happiness,Male
50436266.jpg,"[723, 290, 424, 545]",513,Caucasian,20-30s,Happiness,Female
50469148.jpg,"[1026, 607, 309, 395]",514,Caucasian,20-30s,Happiness,Female
50503944.jpg,"[539, 278, 354, 456]",515,Mongoloid,20-30s,Happiness,Male
50573095.jpg,"[460, 391, 560, 711]",516,Mongoloid,20-30s,Happiness,Female
50581210.jpg,"[1035, 302, 152, 209]",517,Caucasian,20-30s,Happiness,Female
50750488.jpg,"[1052, 462, 460, 525]",519,Mongoloid,20-30s,Happiness,Male
50809244.jpg,"[1267, 723, 179, 215]",520,Mongoloid,20-30s,Sadness,Female
50845466.jpg,"[508, 187, 221, 299]",521,Mongoloid,40-50s,Happiness,Male
50869636.jpg,"[669, 200, 186, 237]",522,Mongoloid,20-30s,Neutral,Male
50874128.jpg,"[710, 394, 142, 183]",523,Mongoloid,20-30s,Fear,Male
50942352.jpg,"[312, 169, 502, 707]",524,Caucasian,20-30s,Happiness,Female
5103513.jpg,"[1132, 868, 43, 55]",525,Caucasian,20-30s,Sadness,Male
5103513.jpg,"[819, 188, 233, 280]",525,Negroid,20-30s,Happiness,Male
5252437.jpg,"[834, 329, 238, 330]",526,Mongoloid,20-30s,Happiness,Female
5263386.jpg,"[735, 468, 492, 651]",527,Mongoloid,20-30s,Happiness,Male
52664068.jpg,"[695, 244, 245, 306]",528,Mongoloid,20-30s,Neutral,Male
52664068.jpg,"[1151, 983, 136, 169]",528,Mongoloid,20-30s,Sadness,Male
52688026.jpg,"[756, 351, 515, 680]",529,Caucasian,20-30s,Happiness,Female
52739977.jpg,"[1039, 251, 493, 521]",530,Caucasian,20-30s,Sadness,Female
52984813.jpg,"[625, 201, 350, 468]",531,Mongoloid,20-30s,Anger,Male
53172274.jpg,"[509, 243, 244, 338]",533,Mongoloid,40-50s,Happiness,Male
53204253.jpg,"[633, 472, 109, 135]",534,Caucasian,20-30s,Fear,Male
53596429.jpg,"[987, 158, 199, 244]",535,Caucasian,20-30s,Happiness,Female
53733361.jpg,"[554, 163, 330, 475]",536,Mongoloid,20-30s,Happiness,Male
53781117.jpg,"[491, 281, 257, 359]",537,Caucasian,20-30s,Happiness,Male
53925358.jpg,"[1111, 443, 152, 206]",538,Mongoloid,20-30s,Happiness,Female
53940677.jpg,"[847, 147, 132, 147]",539,Mongoloid,20-30s,Neutral,Female
53940677.jpg,"[167, 837, 44, 47]",539,Caucasian,20-30s,Anger,Male
53940677.jpg,"[230, 964, 34, 36]",539,Caucasian,20-30s,Neutral,Male
53995624.jpg,"[908, 929, 72, 95]",540,Mongoloid,20-30s,Happiness,Male
53995624.jpg,"[1076, 163, 256, 366]",540,Caucasian,20-30s,Happiness,Female
54154632.jpg,"[1320, 89, 295, 384]",541,Mongoloid,20-30s,Neutral,Female
54349407.jpg,"[1383, 109, 198, 272]",542,Caucasian,20-30s,Fear,Female
54391360.jpg,"[699, 226, 214, 279]",543,Caucasian,20-30s,Happiness,Female
54452795.jpg,"[866, 437, 321, 402]",544,Mongoloid,20-30s,Happiness,Male
54463155.jpg,"[953, 281, 314, 402]",545,Caucasian,20-30s,Neutral,Female
54492018.jpg,"[953, 244, 167, 235]",546,Mongoloid,40-50s,Neutral,Female
54525906.jpg,"[1297, 256, 201, 302]",547,Mongoloid,40-50s,Happiness,Female
54526136.jpg,"[630, 615, 217, 297]",548,Mongoloid,20-30s,Anger,Male
54529074.jpg,"[1103, 345, 191, 227]",549,Caucasian,20-30s,Happiness,Female
54583647.jpg,"[1136, 344, 327, 412]",550,Mongoloid,20-30s,Happiness,Female
54614957.jpg,"[823, 146, 391, 567]",551,Mongoloid,20-30s,Neutral,Female
54650192.jpg,"[605, 275, 397, 544]",552,Caucasian,20-30s,Neutral,Male
54674400.jpg,"[1006, 174, 213, 263]",553,Mongoloid,20-30s,Fear,Female
5468128.jpg,"[622, 352, 344, 437]",554,Mongoloid,20-30s,Happiness,Female
54690155.jpg,"[930, 241, 334, 447]",555,Mongoloid,20-30s,Neutral,Male
54748018.jpg,"[1263, 437, 376, 494]",556,Caucasian,20-30s,Happiness,Female
54761772.jpg,"[925, 197, 146, 231]",557,Caucasian,20-30s,Neutral,Female
54832023.jpg,"[881, 183, 309, 420]",558,Caucasian,20-30s,Neutral,Female
54846073.jpg,"[1033, 213, 161, 210]",559,Mongoloid,40-50s,Anger,Male
54886390.jpg,"[1439, 284, 175, 237]",560,Mongoloid,20-30s,Fear,Female
54989577.jpg,"[1035, 1057, 160, 176]",561,Caucasian,20-30s,Disgust,Female
54989577.jpg,"[1016, 279, 278, 308]",561,Mongoloid,20-30s,Sadness,Female
